content,score,sentiment,clean
"Tolong di perbaiki lgi bug ga ada sinyal saat pencarian, ditambah aplikasinya berat bngt jdi makin lama scrol"" dan cari barang semakin patah"" dan ngelag tolong di perhatikan dan diperbaiki ya",5,positif,tolong di perbaiki lgi bug ga ada sinyal saat pencarian ditambah aplikasinya berat bngt jdi makin lama scrol dan cari barang semakin patah dan ngelag tolong di perhatikan dan diperbaiki ya
discount yang menarik lagi,5,positif,discount yang menarik lagi
marketplace yang ringan dan cepat,5,positif,marketplace yang ringan dan cepat
"Ongkir sama Barang yg mau di beli harga ongkirnya lebih mhl, ketimbang barang yg di beli.",1,negatif,ongkir sama barang yg mau di beli harga ongkirnya lebih mhl ketimbang barang yg di beli
"proses komplain lama selesai, hanya melindungi pedagang",1,negatif,proses komplain lama selesai hanya melindungi pedagang
pokoknya Tokopedia belanja online recomended dan terpercaya,5,positif,pokoknya tokopedia belanja online recomended dan terpercaya
proses pengembalian dana lama . penjual 99%tidak sesuai deskripsi perlu perbaikan lgi apl hijau ini,1,negatif,proses pengembalian dana lama penjual tidak sesuai deskripsi perlu perbaikan lgi apl hijau ini
sangat memuaskan,5,positif,sangat memuaskan
ok,5,positif,ok
wah bru pertama kali co di tokopedianya langsung asyik sih,5,positif,wah bru pertama kali co di tokopedianya langsung asyik sih
BURUK DAN SEMAKIN BURUK,1,negatif,buruk dan semakin buruk
"Aplikasi jelek, ongkos kirimnya sangat mahal, Aplikasi sudah di update ke yang terbaru tapi setiap mau lihat ulasan pembeli selalu di arahkan untuk update aplikasi padahal sudah di update ke yang terbaru",1,negatif,aplikasi jelek ongkos kirimnya sangat mahal aplikasi sudah di update ke yang terbaru tapi setiap mau lihat ulasan pembeli selalu di arahkan untuk update aplikasi padahal sudah di update ke yang terbaru
"Bagus, yang mau download jangan pakek mikir-mikir dulu",5,positif,bagus yang mau download jangan pakek mikirmikir dulu
keren bisa instan jg,5,positif,keren bisa instan jg
".... iklan nya gacor di situs judol,apk bo ,.....good 👍👍👍👍👍 ......",2,negatif, iklan nya gacor di situs judolapk bo good 
barang penghapus sablon kaos tf,5,positif,barang penghapus sablon kaos tf
aplikasi online yg terpercaya cepat dan sgt membantu,5,positif,aplikasi online yg terpercaya cepat dan sgt membantu
banyak toko scam tutup aja udah,1,negatif,banyak toko scam tutup aja udah
awesome,5,positif,awesome
lancar aman amanah 👍😊,4,positif,lancar aman amanah 
Ok,5,positif,ok
gausah ngirimin notifikasi helm mulu,1,negatif,gausah ngirimin notifikasi helm mulu
froses cepat,5,positif,froses cepat
tolong dikoreksi untuk tokopedia sy ketipu dgn market place yg menjanjikan kerjasama pencari kerja online dengan tokopedia di dana sy saldo 112rbu malah ke potong padahal sy kgk pesan barang apa2 di tokopedia.kalo bisa dana sy dikembalikan. Terimakasih.,2,negatif,tolong dikoreksi untuk tokopedia sy ketipu dgn market place yg menjanjikan kerjasama pencari kerja online dengan tokopedia di dana sy saldo rbu malah ke potong padahal sy kgk pesan barang apa di tokopediakalo bisa dana sy dikembalikan terimakasih
"SUPER JELEK!!!! KONSUMEN KOMPLAIN CS GAK ADA!!! YG DI SODORIN ROBOT!!! MALAH BAGUSAN TOKO SEBELAH. RESPON NYA JOSS!!! DI SINI MUTER MUTER BIKIN KAPOK!!!! SUMPAH NYESEL AKU BELANJA DI SINI. SETELAH INI UNINSTALL AJA, GAK BERGUNA SAMA SEKALI BIKIN NAIK DARAH...!!!!! GAK MUTU",1,negatif,super jelek konsumen komplain cs gak ada yg di sodorin robot malah bagusan toko sebelah respon nya joss di sini muter muter bikin kapok sumpah nyesel aku belanja di sini setelah ini uninstall aja gak berguna sama sekali bikin naik darah gak mutu
mantaapp,5,positif,mantaapp
agak ribet sekarang mau jualan juga susah mesti gabung sama tiktok.. padahal sempat member platinum.. beralih ke toko oren aja ga ribet.. gratis ongkir berapa pun transaksinya sama harga lebih murah.. jualan juga ga ribet,1,negatif,agak ribet sekarang mau jualan juga susah mesti gabung sama tiktok padahal sempat member platinum beralih ke toko oren aja ga ribet gratis ongkir berapa pun transaksinya sama harga lebih murah jualan juga ga ribet
mantap,5,positif,mantap
jelek untuk hp android,1,negatif,jelek untuk hp android
makin ke sini yang di update hanya fitur lemotnya makin parah,1,negatif,makin ke sini yang di update hanya fitur lemotnya makin parah
mengganggu,1,negatif,mengganggu
prosesnya gk ribet,5,positif,prosesnya gk ribet
mantap👍👍👍👍👍,5,positif,mantap
toko pedia sudah bagus..yg belom bagus itu..selernya...baik respon atau...barang suka TDK sesuai pesanan...contoh pesan harga mahal..datang barang murah... kurir ya biasa saja...TKS semoga membantu...,5,positif,toko pedia sudah bagusyg belom bagus ituselernyabaik respon ataubarang suka tdk sesuai pesanancontoh pesan harga mahaldatang barang murah kurir ya biasa sajatks semoga membantu
luarbiasaa,5,positif,luarbiasaa
sangat membantu dalam bertransaksi,5,positif,sangat membantu dalam bertransaksi
aplikasinya bagus banget...🥰🥰🙏🙏,5,positif,aplikasinya bagus banget
"Seperti jual beli sama robot, gk ada call center, kalo ada apa"" pasrah aja. Gk recommended pake banget...pake kurir instan disini rasa sameday",1,negatif,seperti jual beli sama robot gk ada call center kalo ada apa pasrah aja gk recommended pake bangetpake kurir instan disini rasa sameday
Baru pertama beli promo ga berlaku? sudah mau tutup kah aplikasinya,1,negatif,baru pertama beli promo ga berlaku sudah mau tutup kah aplikasinya
"belanja praktis, aman dan terpercaya",4,positif,belanja praktis aman dan terpercaya
bagus 👍😎,5,positif,bagus 
mudah dan simple,5,positif,mudah dan simple
ok,4,positif,ok
mantap,5,positif,mantap
ok,4,positif,ok
ok,5,positif,ok
murah belanja di Tokopedia ada gratis ongkir dan voucher,5,positif,murah belanja di tokopedia ada gratis ongkir dan voucher
"tiap ada voucher tidak bisa dipakai, selalu tulisan ""voucher tidak dapat digunakan, silahkan lanjutkan tanpa voucher""",1,negatif,tiap ada voucher tidak bisa dipakai selalu tulisan voucher tidak dapat digunakan silahkan lanjutkan tanpa voucher
Belanja di Tokopedia mantap,5,positif,belanja di tokopedia mantap
Mantap,5,positif,mantap
Sementara sambil melihat kedepannya,3,netral,sementara sambil melihat kedepannya
saya pesen remote tv pengirimannya sempat lama dan barangnya tidak ada atau hilang,1,negatif,saya pesen remote tv pengirimannya sempat lama dan barangnya tidak ada atau hilang
Sangat bermanfaat dan bagus buat jualan,5,positif,sangat bermanfaat dan bagus buat jualan
sangat bermanfaat...,5,positif,sangat bermanfaat
"aplikasi lemot, gratis ongkir ga jelas sistemnya. payah",1,negatif,aplikasi lemot gratis ongkir ga jelas sistemnya payah
ok.. mantap,5,positif,ok mantap
ok,5,positif,ok
PELAYANAN CS NYA LAMA!!!!!GA KYA NGILANGIN VOUCHER AJA CEPETTT....GUE BARU BELI PLUS TAPI UDAH PADA ILANG VOUCHER DAH HUBUNGI CS LAMA BANGETTTT JAWABANNYA GA KYA APK ORANGE,1,negatif,pelayanan cs nya lamaga kya ngilangin voucher aja cepetttgue baru beli plus tapi udah pada ilang voucher dah hubungi cs lama bangetttt jawabannya ga kya apk orange
hallo min tolong perbaiki lagi knp delay banget nih pas di buka terimakasih.,4,positif,hallo min tolong perbaiki lagi knp delay banget nih pas di buka terimakasih
bagus,5,positif,bagus
belanja aman untuk garansinya dikirim,5,positif,belanja aman untuk garansinya dikirim
"jitter aplikasi nya, ngelag, gw udh pake reno 14 5G padahal",1,negatif,jitter aplikasi nya ngelag gw udh pake reno g padahal
COD nya sedikit dibanding toko sebelah,4,positif,cod nya sedikit dibanding toko sebelah
platform cayna tsiyalan diskon sering banget nipu udah itu harganya ga ngotak mahal2.,1,negatif,platform cayna tsiyalan diskon sering banget nipu udah itu harganya ga ngotak mahal
"aku kecewa belanja di tokopedia sudah 4 kali pesananku di retur padahal alamat dan nomor ponselku benar, kurir tanpa menghubungi saya atau mengantar kerumah, taunya dinyatakan gagal dan tidak bisa diantarkan lagi lalu di retur, mana dana aku belum di kembalikan pula. paket yang bukan COD seharusnya tidak dikembalikan ke penjual, jika memang tidak bersedia menggantarnya, setidaknya menghubungi pembeli suruh jemput ke gudang kan bisa.",3,netral,aku kecewa belanja di tokopedia sudah kali pesananku di retur padahal alamat dan nomor ponselku benar kurir tanpa menghubungi saya atau mengantar kerumah taunya dinyatakan gagal dan tidak bisa diantarkan lagi lalu di retur mana dana aku belum di kembalikan pula paket yang bukan cod seharusnya tidak dikembalikan ke penjual jika memang tidak bersedia menggantarnya setidaknya menghubungi pembeli suruh jemput ke gudang kan bisa
bagiku tempat belanja yg bisa diandalkan ya cuma tokopedia.terimakasih banyak.,5,positif,bagiku tempat belanja yg bisa diandalkan ya cuma tokopediaterimakasih banyak
mantab,5,positif,mantab
penangan kurang ok. ketika pesanan sy tb² di batalkan,1,negatif,penangan kurang ok ketika pesanan sy tb di batalkan
istimewa,5,positif,istimewa
"kalo mau melakukan pembayaran lelet loading nya , lambat proses",2,negatif,kalo mau melakukan pembayaran lelet loading nya lambat proses
"Saya pelanggan lama toped, saya selalu berbelanja di toped karen banyak promo diskon, namun akhirnya saya di kecewakan karena transaksi saya di batalkan oleh sistem, dan saya sudah berusaha banding melalui chat admin, namun tidak ada solusi, seharusnya kalo memang transaksi akan di batalkan sistem, dari pihak toped bisa menginfokan dari awal transaksi bukanya setelah melakukan trasfer yg akhirnya membuat uang kita mengendap di toped.",1,negatif,saya pelanggan lama toped saya selalu berbelanja di toped karen banyak promo diskon namun akhirnya saya di kecewakan karena transaksi saya di batalkan oleh sistem dan saya sudah berusaha banding melalui chat admin namun tidak ada solusi seharusnya kalo memang transaksi akan di batalkan sistem dari pihak toped bisa menginfokan dari awal transaksi bukanya setelah melakukan trasfer yg akhirnya membuat uang kita mengendap di toped
"Setelah update ke versi terbaru malah makin lemot bahkan lebih lemot daripada shopee shopee di Samsung M34 sekarang sudah tidak lemot eh gantian toped yg lawak malah jadi makin lemot dan berat gratis ongkir pun hilang kalau tidak memiliki toped plus, syarat toped plus juga memberatkan, minimal belanja 800rb rupiah tiap bulan untuk dapat gratis toped plus selama satu bulan",1,negatif,setelah update ke versi terbaru malah makin lemot bahkan lebih lemot daripada shopee shopee di samsung m sekarang sudah tidak lemot eh gantian toped yg lawak malah jadi makin lemot dan berat gratis ongkir pun hilang kalau tidak memiliki toped plus syarat toped plus juga memberatkan minimal belanja rb rupiah tiap bulan untuk dapat gratis toped plus selama satu bulan
akoh suka,5,positif,akoh suka
sekarang aplikasinya lemot susah pilih barang,5,positif,sekarang aplikasinya lemot susah pilih barang
mau masuk atau login tidak bisa malah keluar terus disuruh daftar atau masuk. begitu daftar malah keluar di suruh daftar atau masuk,1,negatif,mau masuk atau login tidak bisa malah keluar terus disuruh daftar atau masuk begitu daftar malah keluar di suruh daftar atau masuk
sangat memuaskan,5,positif,sangat memuaskan
bagus,5,positif,bagus
"semenjak di beli tik tok saya tidak nyaman lagi menggunakan tokpedia, sekarang malah sering bug, apakah bisa di perbaiki?! kalau lemot ga usah ditanya,, lemot banget sumpah",2,negatif,semenjak di beli tik tok saya tidak nyaman lagi menggunakan tokpedia sekarang malah sering bug apakah bisa di perbaiki kalau lemot ga usah ditanya lemot banget sumpah
"Sangat kecewa pembayaran langganan Indosat via tokopedia tidak masuk masuk, diaplikasi tokopedia berhari hari dalam proses, kedepan kapok melakukan pembayaran via tokopedia. Berhari hari tidak ada kejelasan pengembalian dana. Harus berpikir berkali kali untuk melakukan transaksi di tokopedia. Aplikasi bahaya ini karena uang saya tidak ada kejelasan seperti yang dikatakan oleh tokopedia care nya tunggu 1X24 tapi sudah berhari hari tidak ada kejelasan. KAPOK !!!!",1,negatif,sangat kecewa pembayaran langganan indosat via tokopedia tidak masuk masuk diaplikasi tokopedia berhari hari dalam proses kedepan kapok melakukan pembayaran via tokopedia berhari hari tidak ada kejelasan pengembalian dana harus berpikir berkali kali untuk melakukan transaksi di tokopedia aplikasi bahaya ini karena uang saya tidak ada kejelasan seperti yang dikatakan oleh tokopedia care nya tunggu x tapi sudah berhari hari tidak ada kejelasan kapok 
"terimakasih banyak , toko ini sangat bagus untuk membeli suatu produk yang saya butuhkan",5,positif,terimakasih banyak toko ini sangat bagus untuk membeli suatu produk yang saya butuhkan
"Lu bikin promo kejar ketupat sesuaikan dengan S&K yang lu bikin, jangan seenak jidat lu ngebohongin user. Gw belanja ngikutin prosedur S&K lu, tapi apa? progres misi gw gk naik. Lu ngebacot user di larang curang untuk ikut serta dipromo lu, gw ikut serta dengan jujur aja lu curangin dengan cara progres tidak di hitung. Jujur blog kalau buat promo, pintar aja tidak cukup kalau ujung²nya lu nipu user.",1,negatif,lu bikin promo kejar ketupat sesuaikan dengan sk yang lu bikin jangan seenak jidat lu ngebohongin user gw belanja ngikutin prosedur sk lu tapi apa progres misi gw gk naik lu ngebacot user di larang curang untuk ikut serta dipromo lu gw ikut serta dengan jujur aja lu curangin dengan cara progres tidak di hitung jujur blog kalau buat promo pintar aja tidak cukup kalau ujungnya lu nipu user
pelayanan tokopedia sangat memuaskan,5,positif,pelayanan tokopedia sangat memuaskan
jelekkk aplikasii pilih kasih,1,negatif,jelekkk aplikasii pilih kasih
"ga ada gratis ongkir, barang 25rebu ongkir 19 rebu, kenapa tiktok shop dan shopee gratis ongkir, tokopedia tidak?",1,negatif,ga ada gratis ongkir barang rebu ongkir rebu kenapa tiktok shop dan shopee gratis ongkir tokopedia tidak
toko pedia tetap yg terbaik sampai saat ini,5,positif,toko pedia tetap yg terbaik sampai saat ini
iklannya gausah ada dimana mana bosen banget ganggu juga,1,negatif,iklannya gausah ada dimana mana bosen banget ganggu juga
"ok lah ..tokopedia nama juga toko onlen,,,mau gak mau satu paket dgn jasa kurir..",1,negatif,ok lah tokopedia nama juga toko onlenmau gak mau satu paket dgn jasa kurir
"kenapa ya sekarang huruf di menu lacak mengecil, sangat tidak ramah untuk pengguna yg sdh berusia",5,positif,kenapa ya sekarang huruf di menu lacak mengecil sangat tidak ramah untuk pengguna yg sdh berusia
mantap,5,positif,mantap
"Aplikasi error ngga bisa muncul gambarnya padahal sinyal oke. Coba sy update tetep aja, install ulang juga sama aja. Tolong dong min",5,positif,aplikasi error ngga bisa muncul gambarnya padahal sinyal oke coba sy update tetep aja install ulang juga sama aja tolong dong min
connect gopay ovo aja lelet bangett,1,negatif,connect gopay ovo aja lelet bangett
"SERING EROR!!, kadang scroll beranda aja sampe patah"", banyak bug, ntah itu bug jaringan lah bug troli lah, banyak bug intinya. saya harap kedepannya bisa di perbaikin",4,positif,sering eror kadang scroll beranda aja sampe patah banyak bug ntah itu bug jaringan lah bug troli lah banyak bug intinya saya harap kedepannya bisa di perbaikin
saya download hanya utk belanja lewat tik tok KLW belanja disini untuk ongkir luar pulau Jawa amit amit ongkir nya mahal bgt g ada gratis ongkir utk batas maksimal belanja beda sama si Oren ada gratis ongkir nya.. g banget belanja disini,1,negatif,saya download hanya utk belanja lewat tik tok klw belanja disini untuk ongkir luar pulau jawa amit amit ongkir nya mahal bgt g ada gratis ongkir utk batas maksimal belanja beda sama si oren ada gratis ongkir nya g banget belanja disini
Sangat Membantu,5,positif,sangat membantu
keren banget,5,positif,keren banget
belanja lebih mudah dan praktis,4,positif,belanja lebih mudah dan praktis
bagusss,5,positif,bagusss
ok mudah sekali,5,positif,ok mudah sekali
"ongkir nya mahal jadi orang"" pada pilih beli di aplikasi sebelah deh",3,netral,ongkir nya mahal jadi orang pada pilih beli di aplikasi sebelah deh
