content,score
"saya kena tipu ada pihak penipuan oleh pihak Tokopedia, saldo dana saya langsung terbayarkan di akun Tokopedia saya, transaksi sukses, saya tidak ada pesanan apapun... saldo dana saya sudah habis di sedotnya. mohon di bantu pihak cs Tokopedia cakmno solusi dari kamu",5
"disuruh langganan plus, udah langganan diberhentikan sepihak. ya sudah , uninstall langsung.",3
"ngelag banget, mau bayar loh",2
biaya komisi mencekik biaya komisi dan biaya lain hampir 30 % dari harga barang.. tiktok menekan biaya serendah mungkin dan mebuat fee yang tidak masuk di akal..tolok pemerintah blokir saja toko online ini,1
ok,3
simple,5
Dapat dipercaya.,5
Memory Leak iOS &Android omg,1
Sering kembali sendiri ke homescreen tokopedia tanpa sebab,1
"saat buka toko trus milih barang scroll"" kebawah, sering balik ke atas.. ngeselin bgt... tolong perbaikin lagi.. !!! Apa ada yg samaan.?",2
mantaf,5
maaf bos kenapa ya saat mencari. sesuatu ataw saya sear di kolom pencarian keluarnya malah elor terus.di ulang cari elor2 terus..tolong dong di perbaiki....,1
toped sekarang makin kikir dulu selama 5 tahun nyaman banget pake toped sekarang apa apa dipersulit makin mahal sistemnya gajelas promonya makin sedikit mending uninstal aja pindah sebelah,1
Saldo gua ke sedot gara gara Tokopedia,4
"Saya kecewa dengan minimnya tanggapan Tokopedia terkait 5 barang yang belum saya terima meskipun di aplikasi tertulis sudah sampai. Proses investigasi hampir 2 minggu, namun baru 2 barang yang direfund. Hingga kini belum ada kejelasan mengenai sisa barang lainnya. Mohon penjelasan dan percepatan penyelesaian karena hal ini sangat merugikan saya sebagai pembeli.",1
saya rubah ratingnya vc dibatalkan sistem tapi tidak dikembalikan...semakin lama bukannya semakin bagus malah semakin jelek layanan platform ini,1
"Tokopedia sekarang banyak promo bohong, Harga di up dulu dan gak masuk akal diupnya, ceritanya promo jatuh2 nya harga normal👎",1
baik,5
top lah,5
Mantap beli WDP cuma 11k,5
"sumpah jadi kapok belanja di sini uda kirimnya lama banget,klaim ribet dgn alasan diskusi penjual dan admin bla bla bla. saya sarankan mending ke toko oren gk riweh",1
"kecewa belanja di tokopedia,karena ketika kita cekout di tokped,harus benar2 sudah dipikrkan masak2,untuk masalah return sangat susah,tokped lebih berpihak pada seller daripada kepembeli,",1
Mantab,5
bagus,5
bagus dan aman,4
bagus Tokopedia,5
"Langsung uninstall, harganya mahal banget gila...!!!😰 Murahan di Shopee banget...💪",1
"kalo cod pengirimannya makin lama ya, recommended langusng bayar online",5
aplikasi yang sangat bagus untuk belanja,5
mantap,5
blm pengalaman,5
"aplikasi gajelas,,lemot banget di buka padahal jaringan bagus",1
baik,5
tidak bisa untuk daftar tidak di kirim ke wea,1
"mau ngebatalin pesanan aja di perribet, harus ajuin komplain dulu lah apa lah. mending shoppee",1
"saya sedikit menyarankan, jika paket sudah dalam proses pengiriman entah kenapa gak bisa bayar pake qris, malah harus sesuai pemesanan (cod), saya harap walaupun sudah dalam perjalanan harus bisa di bayar pake qr terkadang detail kecil seperti ini berarti, sekian pendapat saya",5
sangat terbantu dgn apik ini,4
"KURIR GK RAMAH BANGET BINTANG 1 111111111,HARGA MAHAL HANYA MURAH UNTUK PENGGUNA BARU,WORTIT APLIKASI SEBELAH SEBELAH",1
"barang barang nya mahal,dan susah dapat gratis ongkir gak kaya toko oren",1
"sya beli 3 barang & hanya dikirim 2 barang. lalu diminta tokopedia menghubungi penjual. setelah itu, penjual berkomitmen akan mengirim sisa barang. lalu sya chat lagi penjual & bilang akan dikirim.. ternyata penjual mengulur waktu agar melewati batas 6 hari barang tiba, dikatagorikan telah di terima oleh konsumen. lalu sya tidak bisa komplain ke tokopedia karena susah lewat 6 hari.. apapaun alasannya, tokopedia bersikukuh tidak memproses karena aturan batas 6 hari tersebut & pnjual masih aktif",1
nomor layanan saya ingin ajukan komplain,1
blm nyoba bru download tpi keren,5
gratis ongkirnya mana woy,1
di hp sy.aplikasinya sangat lemot..jadi males buka dan belanjanya🙏,1
bagus,5
okelah,5
"pliss ganti expedisi jnt tidak antara paket bahkan tidak konfir barang datang,, udh 2 x di balikin brang sy tanpa konfir,,",1
ga ada diskon sama sekali,1
ok,5
"Dari bintang 2 ke bintang 1, sudah di update berkali2 selalu muncul tulisan koneksi time out. Tidak malam tidak pagi selalu sama dan sangaaatt lambat ngeloading fitur. Tokped kenapa sih jadi jelek begini??? tolong aplikasinya rutin di maintenance dan di cek juga seller2nya. Buang2 kuota nge update tapi ga berfungsi!",1
"Sudah TOKOPEDIA PLUS, tetapi masih saja kena biaya jasa aplikasi tokopedia...",1
"sudah harganya mahal2, kurirnya bodoh2",1
"gimana si ini aplikasi orang lagi penting""nya malah pembayaran gagal tidak jelas banget",1
apk tolol GK gunaa,1
iklan ini tidak saya butuhkan,1
Tokopedia mulai semakin jelas di setiap toko atau penyedia saat chat respon nya rada lambat dan banyak barang atau penyedia produk tidak sesuai seperti barang yg gagal uang ongkos kirim tidak di kembalikan paket 15 RB plus okir 36 RB malah dikembalikan 15 dong payah,3
bagus aja sih,5
Sering banget pesanan instant atau same day tidak mendapatkan driver .niat gak sih bikin aplikasi .rugi saya barang yg di tunggu2 malah datang nya besok nya,2
sangat memuaskan,5
mantap,2
Ga ada bebas ongkir,1
kirain service lebih baik drpd si orange..ternyata zonk parah..Proses retur barang dari 31 des 2025 smp skrg 14 feb 2026 blm selesai..,1
apk dan seller gda yang ngasih solusi order barang instant ditunggu 24 jam maaih menunggu kurir kalo emng gbisa ngomong ke ga transparant minimal kasi solusi atau kompensasi gitu barang instant 24 jam blom dateng mending beli di marketplace lajn dah shaaddddd,1
keren,5
masa memilih metode pembayaran aja ga bisa!!!,1
mantap tokped discont nya,5
good,5
Terima kasih sudah memudahkan kami bayar pajak,5
"kek aplikasi pemerintah, lelet bet asu",1
suka mudah,5
Terimakasih tokopedia telah cukup membantu saya dan kawan2 untuk mengikuti program kartu prakerja dengan materi yang cukup bagus dan sangat mudah dipahami😁,5
apk busuk,1
Apk lemot,1
ok,5
"kurangnya aplikasinya lebih berat di banding aplikasi yang lain,",3
"Aplikasi Tokopedia ini pelayanannya sangat jelek, jika pengiriman paket kita gagal dikirim, maka ongkir tidak dikembalikan, mereka menipu dengan membuat alasan bahwa penerima tidak bisa dihubungi padahal kenyataannya penerima tidak di hubungi, seperti yang saya alami. Aplikasi shoope jauh lebih baik dari aplikasi ini.",1
proses refund pesanan cancel sangat lama padahal seller yg mengcancel. masa zaman sudah maju seperti ini 1-7 hari kerja diluar Sabtu/Minggu lagi. ampun dah tokped anda kalah dari Blibli klo soal service customer,1
"Semoga barangnya terkirim (dan kondisi bagus), amiin 🙏🏼",5
mantap👍👍👍,5
Proses pengembalian dana yang sama sekali tidak kilat padahal ada fitur pengembalian dana kilat meski barang belum sampai penjual. Cuman Omon-omon...,1
makin sulit jualan di sini harus upgrade ke tiktok payah,1
"refund dana sdh seminggu belum dikembalikan, sdh chat TANYA tp gak ada solusi",1
ada masalah pembayaran yg sudah sukses tapi tidak ada pengemasan barang. mana 2 kali transaksi.,3
bagus,5
diskonnya ilang saat mau cek out,1
ok,5
aplikasi penipuan ! sistem kerja yang salah karena barang ditunggu selalu dibatalkan dan tidak diantar ! bangkrut lah kau Tokopedia,1
iiklan yg menyebalkan selalu suruh buka play store pemaksaan saja,1
okeeeeee,5
"TIGA TAHUN SUDAH PERCAYA KE APLIKASI INI, DAN SKARANG LO DAH BIKIN KESALAHAN FATAL YANG BIKIN GUA KECEWA BUKAN MAIN. TIM TOKOPEDIA CARE NYA PERBAIKI LAGI, MASALAH GA SEBERAPA TAPI GABECUS BERESINNYA, MALAH KASIH SOLUSI YANG DILUAR AKAL LOGIKA DAN FAKTA.",1
kok gk bisa kirim video unboxing?,3
"makin susah dipakai, lambat..",1
aplikasi tidak profesional.....!!!,1
good job,5
kualitas barang ok.bisa dipercaya.Tuhan memberkati,5
good,5
di sini mesen nya lama banget dah 4 hari lebih ga datang datang mending di toko sebelah 2 hari datang nya,2
Kalo bisa SiCepat dihilangkan dari pilihan kurir..baru bintang 5.. dah gedeg..bbrp toko official pilihan pengiriman cuma sicepat nnajiss,3
Bagus,5
"UPDATE: NOTIFIKASI SEMAKIN BAIT SCAM MEMBOHONGI ORANG DIKIRA MEMANG PENTING MENDESAK TERNYATA CUMA UMPAN DAN YANG TERBUKA LAPAK ORANG DAN FREKUENSINYA CUKUP SERING, SUDAH SEPERTI APLIKASI MURAHAN.",1
"jadi saya merasa masih belum puas dengan aplikasi karena didalamnya banyak berisi barang yang di jual (di fotonya) sangat berbeda dengan kenyataanya saya berharap pihak Tokopedia lebih nindak lanjuti seller/owner yg seperti itu, tapi sisanya semuanya bagus (promo yg ada di Tokopedia.",2
Kalau belanja pakai promo yang agak gede maka pesanan tidak akan dikirim walau berhasil checkout. Sudah dua kali begitu dan pesanan gak dikirm kirim sampai batal otomatis. Pepek memang tokopedia ini.,1
bagus,5
tampilan produk di dalam toko kenapa jadi jelek tampilan harga menjadi hilang hanya foto produk dan nama jelek jadinya buang buang waktu kalo mau beli barang sesuai harga jadi susah,1
aplikasi apaan tiap mau buka suruh update terus,2
toko pedia selalu ngebag klo kelamaan di scrool,1
Aku kasih bintang 4 dulu,4
toppp,5
stop ganggu,5
SIIIIIIIPPPP,5
"bunga utang 100x lipat dalam 1 minggu lebih, bank kredit keliling saja tidak sampai 10x lipat",1
mantap,5
bagus aplikasi ini sangat membantu,5
"belanja di tokped, lebih murah dan mudah, kerennn, terima kasih Tokopedia",5
baru mencoba Tokopedia,4
Sangat puas,5
pencairan dana reseller begitu lama padahal bara g sudah d terima,1
mantapp tokped,5
tokopedia T nya tolol paket saya mau di pick up sama driver gojek di cancel terus sama sistem jadi lama ke kirimnya,1
"Dari dulu suka bgt pakai tokped,dan ada rencana mau buka toko sendiri di tokped. Tapi semenjak tau tokped gabung sama tiktok..duh maaf saya batal buka toko . Tolong,kembalikan tokped yang dulu.. yg tidak bergabung dgn aplikasi lain. Jikalau tokped kembali seperti dulu,mungkin saya akan lanjut untuk buka toko sendiri.",3
"saya memiliki kendala nomor dan email tidak bisa dipakai di 1 akun yang sama, karena masing-masing sudah punya akun. Dan ketika saya menutup akun yang naut dengan nomor telepon saya ternyata nomor telepon saya juga ikut tidak bisa digunakan. Saya sudah melaporkan tapi agen hanya merespon bahwa hal itu tidak bisa diperbaiki....",1
"entah kenapa tiba-tiba dapet WA dari tokopedia tapi, saya aja gak punya aplikasinya... tokopedia tolong di cek dengan benar barangkali ada yang mengaku menggunakan data orang lain. bisa bahaya itu",1
"barang saya di pesan dari tanggal 20 Januari sampe tanggal 12 februari belum sampai, dan admin Tokopedia serta TokopediaCare tidak mau membantu dan hanya suruh menunggu terus. Apakah pembeli harus menerima konsekuensi bila barang hilang atau terlambat hampir 3 minggu?",1
makin malas pake apk ini.pembayaran jadi tidak bisa via va lewat dana,2
Tokopedia kaya caduk di upgrade malah engga gratis ongkir,1
"kalu selagi masih bagus, bintang akan tetap 5. aku tidak merasa puas, karna aku pernah kecewa.",5
"transaksi di batalin, dana tulisannya udah dikirim balik, tapi pas mau liat dibalikin via apa malah bingung, susah nyarinya. ui ux kalah jauh dari sebelah",2
PENJUAL NYA PENIPU SEMUA!,1
bagus,5
membeli online mmg lebih murah. namun belakangan ini pengiriman sering molor dari waktu yg mrk tentukan sendiri. kemudian di batalkan dg alasan salah alamat dsbgnya. dulu suka bgt dg aplikasi ini. tp skrg ada tp ga digunakan lagi. ga enak rjbut dg penjual. memalukan.,2
Bagus dn tpercaya.,5
gangguan halaman trs,1
"kenapa di iklan bisa cod pas mau beli ga bisa cod , dan menurut saya ongkir mahal lebih mahal dari barang yg di beli",3
pikir seribu kali deh klo mau order disini. sekelas Watson aja bisa nipu barang mahal gak dikirim. Tokopedia juga gak bijak. 👍 byeee,1
aplikasi ini sangat membantu sekali ok pokoknya,5
"sangat buruk dalam hal pelaporan, CS cenderung lama dan tidak respon. menunggu beberapa hari pun juga belum menemukan solusi terbaik.",2
baru pembelian kedua susah dibatalkan sepihak sama reseller,1
TOLONG BERHENTI MENGGUNAKAN JASA KIRIM J&T PAKET SAYA SUDAH 2 KALI HILANG DITELAN KURIR DARI PIHAK TOKPED TIDAK ADA TANGGAPAN APAPUN,1
ok juga,5
kasih 4 dulu masih baru kalo enak nyaman ntar kasih 1 bintang lagi biar sempurna,4
cepat dan akurat,5
nice,5
good,5
semoga lebih mudah,5
mantap,5
sekarang belanja disini gak jelas gak dikirim2 tau2 di batalkan hadeeh,1
terimakasih Tokopedia.. banyak diskon yang menarik di update sekarang ini... benar ² gacor 👍,5
belanja makin ok,5
mantab,5
mantap,5
"Belanja disini ga pernah mengecewakan,",5
mantap,5
harga ongkir lebih mahal dibanding harga barang tokped berat diongkos walaupun byk promo dan diskon atau pun pengguna baru mohon maaf sbesar2nya masih lbh baik toko oren kalu soal belanja online utk masyarakat umum 🙏,1
"aplikasi nya gak berguna banget, mau transaksi gak tersedia, mau tambahkan pembayaran rekening bank juga gak bisa, pengembalian dana gagal semuanya aja oyy gak berguna gimana mau berbelanja di aplikasi Tokopedia ini, udah mah kena scam pertama kalinya banget kena begitu, duh repot",1
"saldo sy tiba2 hangus,gara2 belum sempat dipindah keakun dana",1
mudah dan terpecaya,5
Aman dan terpercaya,5
bagusnya.,5
Ngasih saldo kompensasi tapi udah 9hr belum masuk ktnya 7hr tidak termasuk hr libur,1
apalahh gua beli celana datengnya setaun jiggg bgstt,1
pelanggan baru,4
worth it banget,5
sip mantap,5
ada apa dengan tokopedia ? gopay leter gopay pinjam gak bisa di gunakan.udah jelas² saya selalu bayar tepat waktu gak pernah telat.atau memang gak akan bisa di gunakan lagi gopay nya ?,1
lemot,1
"saya seller lama di Toped semenjak gabung dengan tiktok shop sy dipersulit menarik dana penjualan,, sampe sekarang gak bisa di tarik",1
"mau cari barang malah mentok sampe bawahnya cuma sedikit padahal banyak yang jual, HARAP DIPERBAIKI!",1
jos,4
"selalu minta update, nda sebanding dengan promonya",3
lemot,1
👍💯,5
"pertama aja dapat bebas ongkir, lama2 malah mahal bebas ongkir juga ga ada",1
lumayan,5
💯,5
"mantap, belanja lebih gampang dan murah",5
MANTAFFF,5
menu2nya kadang susah nyarinya,4
aplikasinya jelek ga ada bebas ongkirnya,1
"saya kecewa di sini saya bli barang trs sya batalin karna tidak ada respon dari toko,trs uang saya udah kembali tapi kembali ke saldo tokopedia, trs sya tarik saldo dari saldo tokopedia ke rekening saya tapi dari jam 9 pagi samapai saat ini dana blm masuk ke rekening sya dari dompet tokopedia",1
mantap,5
mantab,5
"udh beli 2 barang ga dpt vocher 800 ribu, sekelas tokped nipu cuih..",1
Program bebas Ongkir nya mantap...,5
"kecewa sama sistem nya,ujug² pesanan saya di cancel ja, padahal butuh banget barang yg di pesan. nunggu lama eh ujungnya di cancel",1
mantap,5
barang nya sesuai,5
Lagi liat barang kenapa etalase loncat ke etalase atas melulu? hah? kenapa? . Ga boleh belanja ya? ...,1
amazing game,5
👍,5
baru peseun nya ini tau cepat tau ga pengen nya cepat tepat dan brang ke adaan baik,5
"barang yang gak bisa di order di apk lain,di sini bisa🤙",5
skg ongkir di tokopedia mahal dan toko2 penjual sering membatalkan pesanan tanpa kasih tau alasan,4
bagus,5
"Mantap, OK punya, luarbiasa !",5
Aplikasi bagus buat belanja,5
bagus,5
Mantap,5
"ni Aplikasi kalo dipakai lama buat ngscrol² jadi ngelag banget, padahal handphone saya flagship, kalo di oren scroll berjam² juga normal aja.",1
good,4
apknya tidak bisa menampilkan google maps ketika gw mau lacak paket gw,1
keren,5
"saya beli handgrip dan udah bayar pake metode dana pada tanggal 11 februari 2026 namun kenapa di riwayat transaksi itu tidak ada di manapun, saya mau refund pun tak bisa. tolong untuk segera diperbaiki lagi",1
josss,5
"semenjak gabung tiktok shop jadi ga karuan, mau jualan pun juga kena band trs udah 2 kali ganti toko padahal dulu ga kaya gini",1
cocog,3
bagus,5
Good Aplikasi and smart dalam penggunaan quicly respons mudah dalam pembayarannya masya Allah keren bener ini Aplikasi recomended Sukses ya,5
akun toped saya kena penipuan sampai 9 juta lebih pdhl aplikasi gak didownload skrg gmn ini solusinya buat pusing. gak belanja tapi mlh suruh bayar 9 juta lebih jelas gak mau lah.saya sudah lapor toped tinggal nunggu solusinya gimana gak tauyg pasti saya gak mau bayar lah.tokopedia banyak penipunya makanya saya hapus skrg mlh hrs download lg buat ngurus transaksi penipuan sampe 9 juta lebih. ada yang tau solusinya gak ya soalnya sudah lapor tokopedia tapi belum ada tanggapan dan saya sdh diteror,1
mantappp,5
ayo toped. perbaiki layananmu... betulin dulu sistim mu(lemot)aku dah langganan dari awal. jangan kalah sama orange ped toped...,5
bagus,5
"mudah dan Bermanfaat ,Selamat berbelanja",5
sangat membantu,5
gue gak bisa ganti kata sandi,2
"Ini bukan error kecil, ini kacau total. Akun saya tiba-tiba ada alamat orang asing dan transaksi yang bukan saya lakukan. Keamanan seperti ini benar-benar memalukan untuk platform sebesar ini. Hilang sudah rasa percaya.",1
males dengan tokopedia yg sekarang... harga tercantum tidak kompetitif dengan kompetitor.. promo jg kalah bersaing... nasib nya bakal kayak bukalapak di tinggalkan user dan penjual,1
bagus,5
"aplikasi gak jelas tiba"" nyedot saldo gopay saya bukti ada",1
"downgrade parah nih tokped, paket gak dianter ke rmh tp di sistemnya paket ditolak pembeli, gimana coba? udh mah 8 hari, msh tetep kaga dikirim jg. udah lapor tp tetep aja kaga nyampe rumah. skrg malah di retur oleh ekspedisi. kacau bgt. pdhl mah udh gue byr pke gopay, bkn cod. jd kapok pake tokped. msh enak pake lazada sama zalora. lu semua klo belanja di tokped mending yg COD aja dah, ribet urusannya klo pke ewallet, refundnya ribet, lama.",1
